"","GEOID","year","state_alpha","county_name","Yield_mg_ha.x","irrigated","corn","Yield_mg_ha.y","soy","Yield_mg_ha","wheat"
"14028","26165",2005,"MI","WEXFORD",7.0336,"rainfed","corn",NA,NA,NA,NA
"14029","26165",2006,"MI","WEXFORD",6.0916,"rainfed","corn",NA,NA,NA,NA
"14030","26165",2008,"MI","WEXFORD",5.2124,"rainfed","corn",NA,NA,NA,NA
"14031","26165",2009,"MI","WEXFORD",6.3428,"rainfed","corn",NA,NA,NA,NA
"14032","26165",2010,"MI","WEXFORD",7.7558,"rainfed","corn",NA,NA,NA,NA
"14033","26165",2011,"MI","WEXFORD",7.14664,"rainfed","corn",NA,NA,NA,NA
"14034","26165",2012,"MI","WEXFORD",4.71,"rainfed","corn",NA,NA,NA,NA
"14035","26165",2013,"MI","WEXFORD",3.4226,"rainfed","corn",NA,NA,NA,NA
"14036","26165",2014,"MI","WEXFORD",6.63796,"rainfed","corn",NA,NA,NA,NA
"14037","26165",2015,"MI","WEXFORD",8.30216,"rainfed","corn",NA,NA,NA,NA
"14038","26165",2016,"MI","WEXFORD",6.0602,"rainfed","corn",NA,NA,NA,NA
"14039","26165",2020,"MI","WEXFORD",6.31768,"rainfed","corn",NA,NA,NA,NA
"14040","26165",2021,"MI","WEXFORD",8.56592,"rainfed","corn",NA,NA,NA,NA
"14041","26165",2022,"MI","WEXFORD",8.17656,"rainfed","corn",NA,NA,NA,NA
"14042","27003",2000,"MN","ANOKA",6.4056,"irrigated","corn",1.6956,"soy",NA,NA
"14043","27003",2001,"MN","ANOKA",6.8452,"irrigated","corn",1.8212,"soy",NA,NA
"14044","27003",2002,"MN","ANOKA",7.9128,"irrigated","corn",2.0096,"soy",NA,NA
"14045","27003",2003,"MN","ANOKA",5.4008,"irrigated","corn",1.1304,"soy",NA,NA
"14046","27003",2004,"MN","ANOKA",5.2752,"irrigated","corn",1.1932,"soy",NA,NA
"14047","27003",2005,"MN","ANOKA",6.0288,"irrigated","corn",1.6328,"soy",NA,NA
"14048","27003",2006,"MN","ANOKA",6.1544,"irrigated","corn",1.884,"soy",NA,NA
"14049","27003",2007,"MN","ANOKA",6.28,"irrigated","corn",1.6956,"soy",NA,NA
"14050","27003",2008,"MN","ANOKA",7.3476,"irrigated","corn",NA,NA,NA,NA
"14051","27003",2009,"MN","ANOKA",9.9852,"irrigated","corn",NA,NA,NA,NA
"14052","27003",2010,"MN","ANOKA",8.71036,"irrigated","corn",2.55596,"soy",NA,NA
"14053","27003",2011,"MN","ANOKA",7.36016,"irrigated","corn",NA,NA,NA,NA
"14054","27003",2012,"MN","ANOKA",8.15144,"irrigated","corn",2.2294,"soy",NA,NA
"14055","27003",2013,"MN","ANOKA",6.58772,"irrigated","corn",1.3816,"soy",NA,NA
"14056","27003",2014,"MN","ANOKA",6.8452,"irrigated","corn",NA,NA,NA,NA
"14057","27003",2015,"MN","ANOKA",8.29588,"irrigated","corn",2.669,"soy",NA,NA
"14058","27003",2016,"MN","ANOKA",10.46876,"irrigated","corn",3.14,"soy",NA,NA
"14059","27003",2017,"MN","ANOKA",9.62724,"irrigated","corn",2.2294,"soy",NA,NA
"14060","27003",2018,"MN","ANOKA",9.08716,"irrigated","corn",1.98448,"soy",NA,NA
"14061","27003",2020,"MN","ANOKA",9.57072,"irrigated","corn",2.86996,"soy",NA,NA
"14062","27003",2021,"MN","ANOKA",7.0022,"irrigated","corn",2.16032,"soy",NA,NA
"14063","27003",2022,"MN","ANOKA",9.57072,"irrigated","corn",2.8574,"soy",NA,NA
"14064","27005",2000,"MN","BECKER",6.0288,"rainfed","corn",NA,NA,NA,NA
"14065","27005",2001,"MN","BECKER",6.908,"rainfed","corn",NA,NA,NA,NA
"14066","27005",2002,"MN","BECKER",7.536,"rainfed","corn",NA,NA,NA,NA
"14067","27005",2003,"MN","BECKER",6.3428,"rainfed","corn",NA,NA,NA,NA
"14068","27005",2004,"MN","BECKER",4.3332,"rainfed","corn",NA,NA,NA,NA
"14069","27005",2005,"MN","BECKER",7.85,"rainfed","corn",NA,NA,NA,NA
"14070","27005",2006,"MN","BECKER",7.9128,"rainfed","corn",NA,NA,NA,NA
"14071","27005",2007,"MN","BECKER",7.4732,"rainfed","corn",NA,NA,NA,NA
"14072","27005",2010,"MN","BECKER",8.30844,"rainfed","corn",NA,NA,NA,NA
"14073","27005",2011,"MN","BECKER",7.6302,"rainfed","corn",NA,NA,NA,NA
"14074","27005",2012,"MN","BECKER",8.74804,"rainfed","corn",NA,NA,NA,NA
"14075","27005",2013,"MN","BECKER",8.04468,"rainfed","corn",NA,NA,NA,NA
"14076","27005",2014,"MN","BECKER",7.29736,"rainfed","corn",NA,NA,NA,NA
"14077","27005",2016,"MN","BECKER",10.39968,"rainfed","corn",NA,NA,NA,NA
"14078","27005",2018,"MN","BECKER",11.38564,"rainfed","corn",NA,NA,NA,NA
"14079","27005",2019,"MN","BECKER",9.99148,"rainfed","corn",NA,NA,NA,NA
"14080","27005",2020,"MN","BECKER",9.70888,"rainfed","corn",NA,NA,NA,NA
"14081","27005",2021,"MN","BECKER",9.5456,"rainfed","corn",NA,NA,NA,NA
"14082","27005",2022,"MN","BECKER",10.2364,"rainfed","corn",NA,NA,NA,NA
"14083","27009",2000,"MN","BENTON",6.4056,"irrigated","corn",2.0724,"soy",NA,NA
"14084","27009",2001,"MN","BENTON",5.966,"irrigated","corn",1.57,"soy",NA,NA
"14085","27009",2002,"MN","BENTON",7.9756,"irrigated","corn",2.3864,"soy",NA,NA
"14086","27009",2003,"MN","BENTON",7.4104,"irrigated","corn",1.5072,"soy",NA,NA
"14087","27009",2004,"MN","BENTON",7.6616,"irrigated","corn",1.884,"soy",NA,NA
"14088","27009",2005,"MN","BENTON",8.9176,"irrigated","corn",2.198,"soy",NA,NA
"14089","27009",2006,"MN","BENTON",6.908,"irrigated","corn",2.198,"soy",NA,NA
"14090","27009",2007,"MN","BENTON",4.2076,"irrigated","corn",1.1932,"soy",NA,NA
"14091","27009",2008,"MN","BENTON",8.5408,"irrigated","corn",2.1352,"soy",NA,NA
"14092","27009",2009,"MN","BENTON",9.6712,"irrigated","corn",2.3864,"soy",NA,NA
"14093","27009",2010,"MN","BENTON",9.6084,"irrigated","corn",2.68784,"soy",NA,NA
"14094","27009",2011,"MN","BENTON",6.83264,"irrigated","corn",2.11636,"soy",NA,NA
"14095","27009",2012,"MN","BENTON",9.62096,"irrigated","corn",2.54968,"soy",NA,NA
"14096","27009",2013,"MN","BENTON",5.94716,"irrigated","corn",1.6014,"soy",NA,NA
"14097","27009",2014,"MN","BENTON",5.67084,"irrigated","corn",1.6956,"soy",NA,NA
"14098","27009",2015,"MN","BENTON",10.50644,"irrigated","corn",2.97044,"soy",NA,NA
"14099","27009",2016,"MN","BENTON",10.63204,"irrigated","corn",3.10232,"soy",NA,NA
"14100","27009",2017,"MN","BENTON",9.66492,"irrigated","corn",2.54968,"soy",NA,NA
"14101","27009",2018,"MN","BENTON",11.4924,"irrigated","corn",2.86368,"soy",NA,NA
"14102","27009",2019,"MN","BENTON",9.65236,"irrigated","corn",NA,NA,NA,NA
"14103","27009",2020,"MN","BENTON",11.69336,"irrigated","corn",3.31584,"soy",NA,NA
"14104","27009",2021,"MN","BENTON",8.24564,"irrigated","corn",2.18544,"soy",NA,NA
"14105","27009",2022,"MN","BENTON",11.32284,"irrigated","corn",2.87624,"soy",NA,NA
"14106","27011",2000,"MN","BIG STONE",8.8548,"rainfed","corn",2.4492,"soy",NA,NA
"14107","27011",2001,"MN","BIG STONE",8.478,"rainfed","corn",2.1352,"soy",NA,NA
"14108","27011",2002,"MN","BIG STONE",9.1688,"rainfed","corn",2.4492,"soy",NA,NA
"14109","27011",2003,"MN","BIG STONE",7.3476,"rainfed","corn",1.6956,"soy",NA,NA
"14110","27011",2004,"MN","BIG STONE",9.3572,"rainfed","corn",2.0724,"soy",NA,NA
"14111","27011",2005,"MN","BIG STONE",10.6132,"rainfed","corn",2.7004,"soy",NA,NA
"14112","27011",2006,"MN","BIG STONE",9.734,"rainfed","corn",2.512,"soy",NA,NA
"14113","27011",2007,"MN","BIG STONE",8.0384,"rainfed","corn",2.4492,"soy",NA,NA
"14114","27011",2008,"MN","BIG STONE",9.7968,"rainfed","corn",2.2608,"soy",NA,NA
"14115","27011",2009,"MN","BIG STONE",10.362,"rainfed","corn",2.4492,"soy",NA,NA
"14116","27011",2010,"MN","BIG STONE",10.22384,"rainfed","corn",2.58108,"soy",NA,NA
"14117","27011",2011,"MN","BIG STONE",6.9708,"rainfed","corn",2.09752,"soy",NA,NA
"14118","27011",2012,"MN","BIG STONE",10.23012,"rainfed","corn",2.76948,"soy",NA,NA
"14119","27011",2013,"MN","BIG STONE",8.98668,"rainfed","corn",2.45548,"soy",NA,NA
"14120","27011",2014,"MN","BIG STONE",9.734,"rainfed","corn",2.669,"soy",NA,NA
"14121","27011",2015,"MN","BIG STONE",10.90836,"rainfed","corn",2.94532,"soy",NA,NA
"14122","27011",2016,"MN","BIG STONE",11.81268,"rainfed","corn",3.22164,"soy",NA,NA
"14123","27011",2017,"MN","BIG STONE",11.22864,"rainfed","corn",2.8574,"soy",NA,NA
"14124","27011",2018,"MN","BIG STONE",12.45324,"rainfed","corn",3.2342,"soy",NA,NA
"14125","27011",2019,"MN","BIG STONE",10.26152,"rainfed","corn",2.64388,"soy",NA,NA
"14126","27011",2020,"MN","BIG STONE",11.62428,"rainfed","corn",2.99556,"soy",NA,NA
"14127","27011",2021,"MN","BIG STONE",11.42332,"rainfed","corn",3.11488,"soy",NA,NA
"14128","27011",2022,"MN","BIG STONE",10.72624,"rainfed","corn",2.5748,"soy",NA,NA
"14129","27013",2000,"MN","BLUE EARTH",9.2944,"rainfed","corn",2.826,"soy",NA,NA
"14130","27013",2001,"MN","BLUE EARTH",8.2268,"rainfed","corn",2.3864,"soy",NA,NA
"14131","27013",2002,"MN","BLUE EARTH",10.2364,"rainfed","corn",3.14,"soy",NA,NA
"14132","27013",2003,"MN","BLUE EARTH",10.2992,"rainfed","corn",2.198,"soy",NA,NA
"14133","27013",2004,"MN","BLUE EARTH",11.304,"rainfed","corn",2.7004,"soy",NA,NA
"14134","27013",2005,"MN","BLUE EARTH",11.5552,"rainfed","corn",3.3284,"soy",NA,NA
"14135","27013",2006,"MN","BLUE EARTH",10.99,"rainfed","corn",3.454,"soy",NA,NA
"14136","27013",2007,"MN","BLUE EARTH",9.8596,"rainfed","corn",3.0772,"soy",NA,NA
"14137","27013",2008,"MN","BLUE EARTH",10.99,"rainfed","corn",2.7318,"soy",NA,NA
"14138","27013",2009,"MN","BLUE EARTH",11.7436,"rainfed","corn",2.9516,"soy",NA,NA
"14139","27013",2010,"MN","BLUE EARTH",10.93348,"rainfed","corn",3.02068,"soy",NA,NA
"14140","27013",2011,"MN","BLUE EARTH",10.74508,"rainfed","corn",2.98928,"soy",NA,NA
"14141","27013",2012,"MN","BLUE EARTH",10.7074,"rainfed","corn",3.18396,"soy",NA,NA
"14142","27013",2013,"MN","BLUE EARTH",11.63056,"rainfed","corn",3.10232,"soy",NA,NA
"14143","27013",2014,"MN","BLUE EARTH",9.93496,"rainfed","corn",2.71296,"soy",NA,NA
"14144","27013",2015,"MN","BLUE EARTH",12.64792,"rainfed","corn",3.75544,"soy",NA,NA
"14145","27013",2016,"MN","BLUE EARTH",11.97596,"rainfed","corn",3.69264,"soy",NA,NA
"14146","27013",2017,"MN","BLUE EARTH",13.1566,"rainfed","corn",3.6424,"soy",NA,NA
"14147","27013",2018,"MN","BLUE EARTH",10.87068,"rainfed","corn",3.32212,"soy",NA,NA
"14148","27013",2019,"MN","BLUE EARTH",11.72476,"rainfed","corn",3.2028,"soy",NA,NA
"14149","27013",2020,"MN","BLUE EARTH",12.44068,"rainfed","corn",3.78684,"soy",NA,NA
"14150","27013",2021,"MN","BLUE EARTH",12.58512,"rainfed","corn",3.88732,"soy",NA,NA
"14151","27013",2022,"MN","BLUE EARTH",13.80344,"rainfed","corn",3.925,"soy",NA,NA
"14152","27015",2000,"MN","BROWN",9.6712,"rainfed","corn",2.826,"soy",NA,NA
"14153","27015",2001,"MN","BROWN",8.7292,"rainfed","corn",2.6376,"soy",NA,NA
"14154","27015",2002,"MN","BROWN",9.5456,"rainfed","corn",2.826,"soy",NA,NA
"14155","27015",2003,"MN","BROWN",9.8596,"rainfed","corn",2.198,"soy",NA,NA
"14156","27015",2004,"MN","BROWN",11.304,"rainfed","corn",2.5748,"soy",NA,NA
"14157","27015",2005,"MN","BROWN",11.0528,"rainfed","corn",3.2656,"soy",NA,NA
"14158","27015",2006,"MN","BROWN",10.8644,"rainfed","corn",3.2656,"soy",NA,NA
"14159","27015",2007,"MN","BROWN",9.8596,"rainfed","corn",3.0144,"soy",NA,NA
"14160","27015",2008,"MN","BROWN",11.304,"rainfed","corn",2.7946,"soy",NA,NA
"14161","27015",2009,"MN","BROWN",11.5552,"rainfed","corn",2.7946,"soy",NA,NA
"14162","27015",2010,"MN","BROWN",11.69336,"rainfed","corn",3.22164,"soy",NA,NA
"14163","27015",2011,"MN","BROWN",10.22384,"rainfed","corn",2.6376,"soy",NA,NA
"14164","27015",2012,"MN","BROWN",9.94752,"rainfed","corn",2.71296,"soy",NA,NA
"14165","27015",2013,"MN","BROWN",10.72624,"rainfed","corn",2.95788,"soy",NA,NA
"14166","27015",2014,"MN","BROWN",10.56296,"rainfed","corn",3.05208,"soy",NA,NA
"14167","27015",2015,"MN","BROWN",11.8692,"rainfed","corn",3.5482,"soy",NA,NA
"14168","27015",2016,"MN","BROWN",12.00736,"rainfed","corn",3.34096,"soy",NA,NA
"14169","27015",2017,"MN","BROWN",12.36532,"rainfed","corn",3.44144,"soy",NA,NA
"14170","27015",2018,"MN","BROWN",10.01032,"rainfed","corn",3.25932,"soy",NA,NA
"14171","27015",2019,"MN","BROWN",11.12816,"rainfed","corn",2.95788,"soy",NA,NA
"14172","27015",2020,"MN","BROWN",12.79236,"rainfed","corn",3.89988,"soy",NA,NA
"14173","27015",2021,"MN","BROWN",11.75616,"rainfed","corn",3.75544,"soy",NA,NA
"14174","27015",2022,"MN","BROWN",13.10008,"rainfed","corn",3.5482,"soy",NA,NA
"14175","27019",2000,"MN","CARVER",9.9224,"rainfed","corn",3.14,"soy",NA,NA
"14176","27019",2001,"MN","CARVER",8.2268,"rainfed","corn",2.5748,"soy",NA,NA
"14177","27019",2002,"MN","CARVER",10.1108,"rainfed","corn",3.0772,"soy",NA,NA
"14178","27019",2003,"MN","CARVER",9.106,"rainfed","corn",1.9468,"soy",NA,NA
"14179","27019",2004,"MN","CARVER",10.4248,"rainfed","corn",2.3236,"soy",NA,NA
"14180","27019",2005,"MN","CARVER",10.7388,"rainfed","corn",3.0772,"soy",NA,NA
"14181","27019",2006,"MN","CARVER",10.2364,"rainfed","corn",3.2028,"soy",NA,NA
"14182","27019",2007,"MN","CARVER",8.9176,"rainfed","corn",3.0144,"soy",NA,NA
"14183","27019",2008,"MN","CARVER",10.4876,"rainfed","corn",2.669,"soy",NA,NA
"14184","27019",2009,"MN","CARVER",11.7436,"rainfed","corn",2.9202,"soy",NA,NA
"14185","27019",2010,"MN","CARVER",11.6808,"rainfed","corn",3.24048,"soy",NA,NA
"14186","27019",2011,"MN","CARVER",9.68376,"rainfed","corn",2.31104,"soy",NA,NA
"14187","27019",2012,"MN","CARVER",10.97744,"rainfed","corn",3.1086,"soy",NA,NA
"14188","27019",2013,"MN","CARVER",9.64608,"rainfed","corn",2.61876,"soy",NA,NA
"14189","27019",2014,"MN","CARVER",7.74952,"rainfed","corn",2.15404,"soy",NA,NA
"14190","27019",2015,"MN","CARVER",12.57256,"rainfed","corn",3.6738,"soy",NA,NA
"14191","27019",2016,"MN","CARVER",12.1518,"rainfed","corn",3.64868,"soy",NA,NA
"14192","27019",2017,"MN","CARVER",12.9054,"rainfed","corn",3.3598,"soy",NA,NA
"14193","27019",2018,"MN","CARVER",11.22236,"rainfed","corn",3.4226,"soy",NA,NA
"14194","27019",2019,"MN","CARVER",11.1784,"rainfed","corn",3.24676,"soy",NA,NA
"14195","27019",2020,"MN","CARVER",12.56628,"rainfed","corn",3.66752,"soy",NA,NA
"14196","27019",2021,"MN","CARVER",11.66824,"rainfed","corn",3.61728,"soy",NA,NA
"14197","27019",2022,"MN","CARVER",12.23344,"rainfed","corn",3.7366,"soy",NA,NA
"14198","27023",2000,"MN","CHIPPEWA",9.734,"rainfed","corn",2.6376,"soy",NA,NA
"14199","27023",2001,"MN","CHIPPEWA",8.8548,"rainfed","corn",2.512,"soy",NA,NA
"14200","27023",2002,"MN","CHIPPEWA",10.6132,"rainfed","corn",2.826,"soy",NA,NA
"14201","27023",2003,"MN","CHIPPEWA",9.6084,"rainfed","corn",2.198,"soy",NA,NA
"14202","27023",2004,"MN","CHIPPEWA",9.9224,"rainfed","corn",2.2608,"soy",NA,NA
"14203","27023",2005,"MN","CHIPPEWA",11.0528,"rainfed","corn",2.9516,"soy",NA,NA
"14204","27023",2006,"MN","CHIPPEWA",10.4876,"rainfed","corn",2.9516,"soy",NA,NA
"14205","27023",2007,"MN","CHIPPEWA",9.0432,"rainfed","corn",2.7632,"soy",NA,NA
"14206","27023",2008,"MN","CHIPPEWA",9.7968,"rainfed","corn",2.3236,"soy",NA,NA
"14207","27023",2009,"MN","CHIPPEWA",11.1784,"rainfed","corn",2.7004,"soy",NA,NA
"14208","27023",2010,"MN","CHIPPEWA",11.35424,"rainfed","corn",3.05208,"soy",NA,NA
"14209","27023",2011,"MN","CHIPPEWA",9.74028,"rainfed","corn",2.54968,"soy",NA,NA
"14210","27023",2012,"MN","CHIPPEWA",11.2726,"rainfed","corn",2.98928,"soy",NA,NA
"14211","27023",2013,"MN","CHIPPEWA",11.02768,"rainfed","corn",3.1086,"soy",NA,NA
"14212","27023",2014,"MN","CHIPPEWA",10.32432,"rainfed","corn",3.12116,"soy",NA,NA
"14213","27023",2015,"MN","CHIPPEWA",12.1518,"rainfed","corn",3.15884,"soy",NA,NA
"14214","27023",2016,"MN","CHIPPEWA",12.53488,"rainfed","corn",3.28444,"soy",NA,NA
"14215","27023",2017,"MN","CHIPPEWA",12.60396,"rainfed","corn",3.12744,"soy",NA,NA
"14216","27023",2018,"MN","CHIPPEWA",11.57404,"rainfed","corn",3.30328,"soy",NA,NA
"14217","27023",2019,"MN","CHIPPEWA",11.79384,"rainfed","corn",3.00812,"soy",NA,NA
"14218","27023",2021,"MN","CHIPPEWA",11.87548,"rainfed","corn",3.30328,"soy",NA,NA
"14219","27023",2022,"MN","CHIPPEWA",12.54116,"rainfed","corn",3.02068,"soy",NA,NA
"14220","27025",2000,"MN","CHISAGO",6.8452,"rainfed","corn",1.884,"soy",NA,NA
"14221","27025",2001,"MN","CHISAGO",6.594,"rainfed","corn",1.8212,"soy",NA,NA
"14222","27025",2002,"MN","CHISAGO",8.6664,"rainfed","corn",2.6376,"soy",NA,NA
"14223","27025",2003,"MN","CHISAGO",6.3428,"rainfed","corn",1.5072,"soy",NA,NA
"14224","27025",2004,"MN","CHISAGO",7.222,"rainfed","corn",1.57,"soy",NA,NA
"14225","27025",2005,"MN","CHISAGO",7.9756,"rainfed","corn",2.198,"soy",NA,NA
"14226","27025",2006,"MN","CHISAGO",7.0964,"rainfed","corn",2.3864,"soy",NA,NA
"14227","27025",2007,"MN","CHISAGO",5.7776,"rainfed","corn",1.6956,"soy",NA,NA
"14228","27025",2008,"MN","CHISAGO",8.478,"rainfed","corn",1.727,"soy",NA,NA
"14229","27025",2009,"MN","CHISAGO",8.7292,"rainfed","corn",1.727,"soy",NA,NA
"14230","27025",2010,"MN","CHISAGO",9.58956,"rainfed","corn",2.70668,"soy",NA,NA
"14231","27025",2011,"MN","CHISAGO",8.24564,"rainfed","corn",2.17288,"soy",NA,NA
"14232","27025",2012,"MN","CHISAGO",8.96784,"rainfed","corn",2.31104,"soy",NA,NA
"14233","27025",2013,"MN","CHISAGO",7.86884,"rainfed","corn",1.51976,"soy",NA,NA
"14234","27025",2014,"MN","CHISAGO",7.14036,"rainfed","corn",1.74584,"soy",NA,NA
"14235","27025",2015,"MN","CHISAGO",10.87068,"rainfed","corn",2.87624,"soy",NA,NA
"14236","27025",2016,"MN","CHISAGO",9.08088,"rainfed","corn",2.86368,"soy",NA,NA
"14237","27025",2017,"MN","CHISAGO",9.03064,"rainfed","corn",2.34244,"soy",NA,NA
"14238","27025",2018,"MN","CHISAGO",9.97892,"rainfed","corn",2.34244,"soy",NA,NA
"14239","27025",2019,"MN","CHISAGO",9.58328,"rainfed","corn",2.198,"soy",NA,NA
"14240","27025",2020,"MN","CHISAGO",10.75764,"rainfed","corn",2.75064,"soy",NA,NA
"14241","27025",2021,"MN","CHISAGO",9.11228,"rainfed","corn",2.68156,"soy",NA,NA
"14242","27025",2022,"MN","CHISAGO",11.13444,"rainfed","corn",2.71296,"soy",NA,NA
"14243","27027",2000,"MN","CLAY",6.8452,"irrigated","corn",NA,NA,NA,NA
"14244","27027",2001,"MN","CLAY",8.0384,"irrigated","corn",NA,NA,NA,NA
"14245","27027",2002,"MN","CLAY",8.164,"irrigated","corn",NA,NA,NA,NA
"14246","27027",2003,"MN","CLAY",7.3476,"irrigated","corn",NA,NA,NA,NA
"14247","27027",2004,"MN","CLAY",6.5312,"irrigated","corn",NA,NA,NA,NA
"14248","27027",2005,"MN","CLAY",9.106,"irrigated","corn",NA,NA,NA,NA
"14249","27027",2006,"MN","CLAY",7.7872,"irrigated","corn",NA,NA,NA,NA
"14250","27027",2007,"MN","CLAY",7.9756,"irrigated","corn",NA,NA,NA,NA
"14251","27027",2008,"MN","CLAY",9.2316,"irrigated","corn",NA,NA,NA,NA
"14252","27027",2009,"MN","CLAY",8.164,"irrigated","corn",NA,NA,NA,NA
"14253","27027",2010,"MN","CLAY",9.2316,"irrigated","corn",NA,NA,NA,NA
"14254","27027",2011,"MN","CLAY",7.13408,"irrigated","corn",NA,NA,NA,NA
"14255","27027",2012,"MN","CLAY",9.31952,"irrigated","corn",NA,NA,NA,NA
"14256","27027",2013,"MN","CLAY",8.67896,"irrigated","corn",NA,NA,NA,NA
"14257","27027",2014,"MN","CLAY",8.25192,"irrigated","corn",NA,NA,NA,NA
"14258","27027",2015,"MN","CLAY",9.8282,"irrigated","corn",NA,NA,NA,NA
"14259","27027",2016,"MN","CLAY",11.41076,"irrigated","corn",NA,NA,NA,NA
"14260","27027",2017,"MN","CLAY",10.41852,"irrigated","corn",NA,NA,NA,NA
"14261","27027",2018,"MN","CLAY",11.59288,"irrigated","corn",NA,NA,NA,NA
"14262","27027",2019,"MN","CLAY",10.34944,"irrigated","corn",NA,NA,NA,NA
"14263","27027",2020,"MN","CLAY",10.41224,"irrigated","corn",NA,NA,NA,NA
"14264","27027",2021,"MN","CLAY",9.77168,"irrigated","corn",NA,NA,NA,NA
"14265","27033",2000,"MN","COTTONWOOD",8.9804,"rainfed","corn",2.6376,"soy",NA,NA
"14266","27033",2001,"MN","COTTONWOOD",7.7872,"rainfed","corn",2.3864,"soy",NA,NA
"14267","27033",2002,"MN","COTTONWOOD",9.5456,"rainfed","corn",2.9516,"soy",NA,NA
"14268","27033",2003,"MN","COTTONWOOD",9.2316,"rainfed","corn",2.198,"soy",NA,NA
"14269","27033",2004,"MN","COTTONWOOD",10.99,"rainfed","corn",2.512,"soy",NA,NA
"14270","27033",2005,"MN","COTTONWOOD",11.5552,"rainfed","corn",3.14,"soy",NA,NA
"14271","27033",2006,"MN","COTTONWOOD",10.8016,"rainfed","corn",3.0772,"soy",NA,NA
"14272","27033",2007,"MN","COTTONWOOD",10.2992,"rainfed","corn",3.0144,"soy",NA,NA
"14273","27033",2008,"MN","COTTONWOOD",10.5504,"rainfed","corn",2.7004,"soy",NA,NA
"14274","27033",2009,"MN","COTTONWOOD",11.4924,"rainfed","corn",2.9516,"soy",NA,NA
"14275","27033",2010,"MN","COTTONWOOD",11.32912,"rainfed","corn",2.9202,"soy",NA,NA
"14276","27033",2011,"MN","COTTONWOOD",10.32432,"rainfed","corn",2.76948,"soy",NA,NA
"14277","27033",2012,"MN","COTTONWOOD",9.84076,"rainfed","corn",2.78832,"soy",NA,NA
"14278","27033",2013,"MN","COTTONWOOD",10.7074,"rainfed","corn",3.1086,"soy",NA,NA
"14279","27033",2014,"MN","COTTONWOOD",11.03396,"rainfed","corn",3.1714,"soy",NA,NA
"14280","27033",2015,"MN","COTTONWOOD",12.5286,"rainfed","corn",3.56704,"soy",NA,NA
"14281","27033",2016,"MN","COTTONWOOD",12.57884,"rainfed","corn",3.72404,"soy",NA,NA
"14282","27033",2017,"MN","COTTONWOOD",13.031,"rainfed","corn",3.5482,"soy",NA,NA
"14283","27033",2018,"MN","COTTONWOOD",10.90836,"rainfed","corn",3.25304,"soy",NA,NA
"14284","27033",2019,"MN","COTTONWOOD",9.74028,"rainfed","corn",2.97044,"soy",NA,NA
"14285","27033",2020,"MN","COTTONWOOD",12.81748,"rainfed","corn",3.7052,"soy",NA,NA
"14286","27033",2021,"MN","COTTONWOOD",12.17064,"rainfed","corn",3.52936,"soy",NA,NA
"14287","27033",2022,"MN","COTTONWOOD",13.40152,"rainfed","corn",3.33468,"soy",NA,NA
"14288","27035",2000,"MN","CROW WING",6.6568,"irrigated","corn",NA,NA,NA,NA
"14289","27035",2001,"MN","CROW WING",5.652,"irrigated","corn",NA,NA,NA,NA
"14290","27035",2002,"MN","CROW WING",7.4732,"irrigated","corn",NA,NA,NA,NA
"14291","27035",2003,"MN","CROW WING",5.652,"irrigated","corn",NA,NA,NA,NA
"14292","27035",2004,"MN","CROW WING",5.0868,"irrigated","corn",NA,NA,NA,NA
"14293","27035",2005,"MN","CROW WING",5.7148,"irrigated","corn",NA,NA,NA,NA
"14294","27035",2006,"MN","CROW WING",4.2076,"irrigated","corn",NA,NA,NA,NA
"14295","27035",2007,"MN","CROW WING",3.7052,"irrigated","corn",NA,NA,NA,NA
"14296","27035",2009,"MN","CROW WING",8.9804,"irrigated","corn",NA,NA,NA,NA
"14297","27035",2010,"MN","CROW WING",8.45916,"irrigated","corn",NA,NA,NA,NA
"14298","27035",2011,"MN","CROW WING",6.75728,"irrigated","corn",NA,NA,NA,NA
"14299","27035",2015,"MN","CROW WING",7.21572,"irrigated","corn",NA,NA,NA,NA
"14300","27035",2016,"MN","CROW WING",8.1326,"irrigated","corn",NA,NA,NA,NA
"14301","27035",2017,"MN","CROW WING",9.26928,"irrigated","corn",NA,NA,NA,NA
"14302","27035",2020,"MN","CROW WING",9.13112,"irrigated","corn",NA,NA,NA,NA
"14303","27035",2021,"MN","CROW WING",5.97856,"irrigated","corn",NA,NA,NA,NA
"14304","27035",2022,"MN","CROW WING",9.53304,"irrigated","corn",NA,NA,NA,NA
"14305","27037",2000,"MN","DAKOTA",9.5456,"irrigated","corn",2.826,"soy",NA,NA
"14306","27037",2001,"MN","DAKOTA",7.2848,"irrigated","corn",2.1352,"soy",NA,NA
"14307","27037",2002,"MN","DAKOTA",10.5504,"irrigated","corn",2.9516,"soy",NA,NA
"14308","27037",2003,"MN","DAKOTA",9.106,"irrigated","corn",1.9468,"soy",NA,NA
"14309","27037",2004,"MN","DAKOTA",10.9272,"irrigated","corn",2.3864,"soy",NA,NA
"14310","27037",2005,"MN","DAKOTA",10.9272,"irrigated","corn",3.0144,"soy",NA,NA
"14311","27037",2006,"MN","DAKOTA",10.4876,"irrigated","corn",3.0772,"soy",NA,NA
"14312","27037",2007,"MN","DAKOTA",8.792,"irrigated","corn",2.3864,"soy",NA,NA
"14313","27037",2008,"MN","DAKOTA",9.2944,"irrigated","corn",2.3864,"soy",NA,NA
